order_item_id,order_id,product_id,quantity,unit_price,discount
931,382,15,1,186.42,0
932,382,20,4,112.54,0
933,382,12,1,204.04,0.05
934,383,9,2,91.0,0.05
935,383,4,2,255.55,0
936,384,16,4,245.64,0.05
937,384,12,1,204.04,0
938,385,14,3,162.75,0.05
939,385,19,5,249.49,0.15
940,385,11,5,65.78,0.1
941,386,29,3,155.29,0
942,386,26,3,266.19,0
943,387,10,5,138.55,0
944,387,15,5,186.42,0
945,387,6,2,110.86,0
946,388,6,1,110.86,0
947,388,8,3,314.61,0.1
948,389,18,1,90.87,0.15
949,389,23,3,163.2,0
950,390,18,1,90.87,0
951,390,10,4,138.55,0.05
952,391,24,5,257.36,0.1
953,392,26,4,266.19,0
954,392,19,1,249.49,0.15
955,393,10,1,138.55,0.05
956,394,2,2,192.11,0.1
957,394,20,5,112.54,0
958,394,21,3,146.97,0
959,395,17,4,182.53,0
960,396,30,3,34.5,0.05
961,397,10,3,138.55,0
962,398,24,3,257.36,0
963,398,14,4,162.75,0.15
964,398,26,4,266.19,0
965,398,15,5,186.42,0.1
966,399,3,4,84.51,0
967,399,30,1,34.5,0.05
968,399,19,3,249.49,0.05
969,400,7,4,54.0,0
970,400,6,5,110.86,0.05
971,401,8,3,314.61,0
972,401,1,4,227.98,0
973,401,26,3,266.19,0.05
974,401,5,2,208.06,0.05
975,402,16,3,245.64,0.1
976,402,3,4,84.51,0.1
977,402,20,4,112.54,0
978,403,12,5,204.04,0.15
979,404,5,3,208.06,0.05
980,405,12,3,204.04,0
981,405,14,3,162.75,0
982,405,21,5,146.97,0.15
983,406,25,5,110.84,0
984,406,4,5,255.55,0
985,407,4,3,255.55,0
986,407,18,1,90.87,0
987,407,19,5,249.49,0
988,408,7,2,54.0,0.1
989,409,14,4,162.75,0
990,410,23,4,163.2,0.1
991,410,12,5,204.04,0
992,410,5,2,208.06,0.15
993,411,23,3,163.2,0
994,411,8,2,314.61,0
995,412,25,4,110.84,0.05
996,413,16,1,245.64,0
997,414,26,1,266.19,0.1
998,415,3,2,84.51,0.15
999,416,28,5,120.31,0
1000,416,17,5,182.53,0.1
1001,417,23,3,163.2,0
1002,417,7,5,54.0,0
1003,418,12,4,204.04,0.15
1004,418,23,1,163.2,0
1005,418,19,3,249.49,0.05
1006,418,6,4,110.86,0
1007,419,4,2,255.55,0.05
1008,419,15,3,186.42,0.15
1009,419,17,3,182.53,0.1
1010,420,13,3,38.88,0.05
1011,421,10,1,138.55,0.05
1012,421,28,3,120.31,0
1013,421,14,1,162.75,0.15
1014,421,7,4,54.0,0.15
1015,422,4,2,255.55,0.05
1016,423,11,5,65.78,0.05
1017,423,7,1,54.0,0
1018,424,25,4,110.84,0
1019,424,26,4,266.19,0.15
1020,424,21,5,146.97,0.05
1021,425,9,4,91.0,0.05
1022,426,27,1,168.64,0.05
1023,427,5,5,208.06,0
1024,427,10,1,138.55,0.15
1025,427,20,5,112.54,0.05
1026,428,16,3,245.64,0.1
1027,428,17,5,182.53,0
1028,428,9,1,91.0,0.05
1029,428,18,1,90.87,0.05
1030,429,2,2,192.11,0.1
1031,430,5,4,208.06,0
1032,430,10,5,138.55,0.15
1033,430,23,4,163.2,0.15
1034,430,13,5,38.88,0.15
1035,431,17,4,182.53,0
1036,431,2,4,192.11,0.1
1037,432,11,5,65.78,0
1038,432,2,2,192.11,0
1039,432,1,3,227.98,0.15
1040,433,14,3,162.75,0
1041,434,8,3,314.61,0.1
1042,434,21,1,146.97,0.15
1043,435,18,3,90.87,0
1044,436,9,5,91.0,0
1045,436,1,3,227.98,0.05
1046,436,23,5,163.2,0.05
1047,436,16,3,245.64,0.1
1048,437,11,5,65.78,0.15
1049,437,16,3,245.64,0
1050,438,21,5,146.97,0
1051,438,28,3,120.31,0
1052,438,26,1,266.19,0
1053,438,3,5,84.51,0.05
1054,439,19,3,249.49,0
1055,440,12,1,204.04,0.15
1056,440,26,3,266.19,0.1
1057,441,7,3,54.0,0.1
1058,441,14,5,162.75,0.05
1059,441,13,5,38.88,0
1060,442,19,2,249.49,0.15
1061,442,16,4,245.64,0
1062,443,17,2,182.53,0
1063,444,28,1,120.31,0.15
1064,444,14,2,162.75,0.05
1065,444,11,3,65.78,0
1066,445,13,1,38.88,0
1067,445,8,2,314.61,0
1068,446,14,2,162.75,0
1069,446,21,3,146.97,0
1070,446,29,1,155.29,0
1071,446,2,3,192.11,0.15
1072,447,26,1,266.19,0
1073,447,1,5,227.98,0
1074,447,2,1,192.11,0.05
1075,447,28,3,120.31,0.15
1076,448,8,5,314.61,0.15
1077,448,4,5,255.55,0
1078,449,25,3,110.84,0
1079,450,4,2,255.55,0
1080,450,6,4,110.86,0.05
1081,451,23,5,163.2,0.05
1082,451,4,4,255.55,0.15
1083,451,11,2,65.78,0
1084,452,27,5,168.64,0
1085,452,10,1,138.55,0.15
1086,452,1,2,227.98,0
1087,453,29,1,155.29,0.1
1088,453,26,2,266.19,0.05
1089,453,22,4,195.36,0
1090,454,10,2,138.55,0.05
1091,454,7,3,54.0,0.15
1092,455,16,3,245.64,0.15
1093,455,24,4,257.36,0
1094,455,14,2,162.75,0.15
1095,455,30,3,34.5,0.1
1096,456,15,1,186.42,0.15
1097,456,23,2,163.2,0.15
1098,456,1,4,227.98,0.15
1099,457,11,1,65.78,0
1100,457,19,2,249.49,0.1
1101,457,3,2,84.51,0.1
1102,458,9,5,91.0,0
1103,458,6,3,110.86,0
1104,459,27,1,168.64,0
1105,459,29,5,155.29,0.15
1106,459,19,5,249.49,0.15
1107,459,8,2,314.61,0
1108,460,2,5,192.11,0.05
1109,460,13,5,38.88,0
1110,461,1,5,227.98,0.05
1111,462,23,2,163.2,0
1112,462,7,3,54.0,0.15
1113,463,20,3,112.54,0.15
1114,463,7,2,54.0,0.05
1115,464,8,2,314.61,0
1116,464,20,5,112.54,0.15
1117,464,15,4,186.42,0
1118,465,22,4,195.36,0.15
1119,465,7,5,54.0,0
1120,465,23,1,163.2,0
1121,465,13,5,38.88,0
1122,466,1,3,227.98,0.1
1123,467,5,1,208.06,0.1
1124,467,29,2,155.29,0
1125,467,18,2,90.87,0.1
1126,468,23,2,163.2,0
1127,468,17,1,182.53,0
1128,468,14,1,162.75,0
1129,469,20,3,112.54,0.1
1130,469,27,3,168.64,0.05
1131,469,25,2,110.84,0
1132,470,2,2,192.11,0
1133,470,7,4,54.0,0
1134,470,5,2,208.06,0.15
1135,470,8,4,314.61,0.05
1136,471,15,2,186.42,0
1137,471,16,3,245.64,0
1138,471,4,2,255.55,0
1139,471,28,2,120.31,0
1140,472,19,5,249.49,0.1
1141,472,1,2,227.98,0.05
1142,473,29,3,155.29,0
1143,474,27,3,168.64,0
1144,475,15,1,186.42,0
1145,475,21,1,146.97,0.15
1146,475,9,5,91.0,0.05
1147,475,20,3,112.54,0.15
1148,476,11,1,65.78,0.1
1149,476,26,5,266.19,0.05
1150,476,2,1,192.11,0.05
1151,477,28,2,120.31,0
1152,478,4,4,255.55,0.05
1153,478,10,3,138.55,0.15
1154,479,17,4,182.53,0.05
1155,479,7,4,54.0,0
1156,479,16,5,245.64,0.1
1157,480,14,4,162.75,0
1158,480,21,1,146.97,0.1
1159,481,30,5,34.5,0.15
1160,481,16,5,245.64,0
1161,482,10,3,138.55,0
1162,482,5,5,208.06,0.05
1163,482,22,3,195.36,0.1
1164,482,29,1,155.29,0.1
1165,483,14,5,162.75,0
1166,483,4,3,255.55,0
1167,483,15,5,186.42,0
1168,483,22,5,195.36,0
1169,484,2,3,192.11,0
1170,484,3,5,84.51,0.15
1171,484,14,4,162.75,0.15
1172,484,29,4,155.29,0.1
1173,485,3,5,84.51,0
1174,485,24,1,257.36,0.05
1175,486,6,4,110.86,0.05
1176,487,10,4,138.55,0
1177,487,20,1,112.54,0
1178,487,27,2,168.64,0
1179,487,12,2,204.04,0
1180,488,7,4,54.0,0.15
1181,489,3,4,84.51,0
1182,489,10,4,138.55,0.05
1183,490,16,5,245.64,0
1184,490,1,2,227.98,0
1185,490,28,5,120.31,0.05
1186,490,15,1,186.42,0
1187,491,28,5,120.31,0.15
1188,491,16,5,245.64,0
1189,491,24,1,257.36,0.05
1190,491,19,4,249.49,0.05
1191,492,14,5,162.75,0
1192,493,4,3,255.55,0.05
1193,493,16,4,245.64,0
1194,493,20,2,112.54,0
1195,493,21,2,146.97,0.05
1196,494,19,3,249.49,0.1
1197,494,30,4,34.5,0
1198,495,26,2,266.19,0.1
1199,495,16,2,245.64,0
1200,495,28,1,120.31,0.15
1201,496,4,3,255.55,0
1202,496,26,2,266.19,0.1
1203,496,14,1,162.75,0
1204,496,16,3,245.64,0
1205,497,26,1,266.19,0
1206,498,16,3,245.64,0
1207,498,9,1,91.0,0.1
1208,499,23,1,163.2,0.05
1209,500,27,5,168.64,0
1210,501,30,2,34.5,0.15
1211,501,12,3,204.04,0.15
1212,502,11,1,65.78,0
1213,502,27,4,168.64,0.05
1214,502,5,1,208.06,0
1215,503,3,3,84.51,0.15
1216,503,9,4,91.0,0
1217,504,26,4,266.19,0.05
1218,504,8,4,314.61,0.1
1219,504,5,3,208.06,0
1220,504,14,4,162.75,0
1221,505,11,2,65.78,0.05
1222,505,13,1,38.88,0.05
1223,505,25,1,110.84,0.15
1224,506,21,5,146.97,0
1225,507,24,3,257.36,0
1226,507,11,3,65.78,0.1
1227,507,30,5,34.5,0
1228,508,23,4,163.2,0
1229,508,12,3,204.04,0
1230,508,29,1,155.29,0.1
1231,508,26,3,266.19,0.05
1232,509,7,5,54.0,0
1233,509,3,5,84.51,0
1234,509,17,2,182.53,0
1235,510,24,1,257.36,0.15
1236,510,14,1,162.75,0
1237,510,17,3,182.53,0.15
1238,511,15,3,186.42,0.1
1239,512,12,3,204.04,0.15
1240,512,10,5,138.55,0.15
1241,513,11,5,65.78,0.1
1242,514,27,4,168.64,0
1243,514,14,4,162.75,0
1244,514,3,4,84.51,0
1245,514,2,3,192.11,0.15
1246,515,28,4,120.31,0.05
1247,515,9,4,91.0,0.15
1248,515,19,4,249.49,0
1249,515,16,2,245.64,0.1
1250,516,23,2,163.2,0.05
1251,517,30,4,34.5,0
1252,517,4,1,255.55,0
1253,517,20,5,112.54,0
1254,518,10,2,138.55,0
1255,518,16,5,245.64,0.05
1256,518,1,1,227.98,0
1257,519,1,1,227.98,0
1258,519,4,4,255.55,0.05
1259,519,18,5,90.87,0
1260,519,12,5,204.04,0.05
1261,520,25,5,110.84,0.15
1262,520,5,4,208.06,0.05
1263,521,26,5,266.19,0.15
1264,522,18,4,90.87,0.15
1265,522,2,3,192.11,0.15
1266,522,22,1,195.36,0
1267,523,18,5,90.87,0
1268,523,21,2,146.97,0.1
1269,523,4,5,255.55,0.1
1270,524,25,5,110.84,0
1271,524,16,1,245.64,0.15
1272,525,8,5,314.61,0.05
1273,525,27,1,168.64,0.1
1274,526,16,1,245.64,0
1275,527,13,1,38.88,0
1276,527,9,5,91.0,0
1277,527,3,3,84.51,0
1278,528,22,3,195.36,0
1279,528,6,1,110.86,0.15
1280,528,2,1,192.11,0
1281,528,20,4,112.54,0
1282,529,27,2,168.64,0
1283,529,29,5,155.29,0.1
1284,529,4,2,255.55,0.05
1285,529,2,5,192.11,0.1
1286,530,18,1,90.87,0.05
1287,530,14,2,162.75,0
1288,530,3,3,84.51,0.1
1289,530,16,5,245.64,0.15
1290,531,10,4,138.55,0.05
1291,531,19,1,249.49,0.15
1292,532,26,5,266.19,0.05
1293,532,8,5,314.61,0.05
1294,533,21,1,146.97,0.05
1295,533,6,3,110.86,0.1
1296,533,1,3,227.98,0.15
1297,534,2,5,192.11,0.1
1298,534,6,1,110.86,0
1299,534,24,1,257.36,0.05
1300,535,29,5,155.29,0.1
1301,535,14,3,162.75,0.15
1302,535,7,3,54.0,0.15
1303,536,11,5,65.78,0
1304,536,7,1,54.0,0.15
1305,536,15,2,186.42,0.15
1306,537,22,2,195.36,0.05
1307,538,18,1,90.87,0.1
1308,538,3,1,84.51,0.15
1309,538,26,4,266.19,0.15
1310,538,29,1,155.29,0
1311,539,27,1,168.64,0
1312,539,25,4,110.84,0
1313,540,25,3,110.84,0.15
1314,541,26,2,266.19,0.05
1315,541,23,3,163.2,0
1316,541,8,3,314.61,0.05
1317,542,1,4,227.98,0
1318,542,7,3,54.0,0.1
1319,543,22,5,195.36,0.15
1320,543,24,5,257.36,0.1
1321,544,5,3,208.06,0.1
1322,545,7,1,54.0,0.15
1323,545,28,5,120.31,0.1
1324,545,22,3,195.36,0.15
1325,546,28,3,120.31,0.05
1326,547,16,1,245.64,0.15
1327,547,12,2,204.04,0
1328,547,17,3,182.53,0.05
1329,547,25,5,110.84,0.05
1330,548,29,5,155.29,0
1331,549,7,3,54.0,0
1332,549,6,1,110.86,0.15
1333,550,19,3,249.49,0
1334,551,27,3,168.64,0.1
1335,552,25,5,110.84,0
1336,552,4,1,255.55,0
1337,552,21,1,146.97,0.05
1338,552,15,3,186.42,0.15
1339,553,20,1,112.54,0
1340,553,21,1,146.97,0.1
1341,553,14,1,162.75,0
1342,554,8,5,314.61,0
1343,554,28,4,120.31,0.05
1344,554,20,4,112.54,0.05
1345,554,26,5,266.19,0.1
1346,555,15,5,186.42,0
1347,556,19,2,249.49,0.1
1348,557,6,1,110.86,0
1349,557,8,2,314.61,0
1350,557,5,5,208.06,0.05
1351,557,26,5,266.19,0.15
1352,558,5,3,208.06,0.1
1353,558,16,3,245.64,0
1354,559,2,5,192.11,0.1
1355,559,8,1,314.61,0.05
1356,560,11,2,65.78,0.15
1357,561,20,3,112.54,0
1358,561,10,1,138.55,0.05
1359,561,14,1,162.75,0.05
1360,562,15,2,186.42,0
1361,562,20,4,112.54,0.15
1362,563,27,3,168.64,0
1363,563,1,1,227.98,0
1364,564,21,3,146.97,0
1365,564,19,1,249.49,0
1366,565,11,5,65.78,0
1367,565,28,2,120.31,0
1368,566,13,1,38.88,0
1369,566,21,2,146.97,0
1370,567,17,5,182.53,0.05
1371,567,26,1,266.19,0
1372,568,23,4,163.2,0.15
1373,568,12,2,204.04,0
1374,568,11,5,65.78,0.1
1375,568,20,2,112.54,0.1
1376,569,28,5,120.31,0.05
1377,569,5,2,208.06,0.15
1378,569,17,1,182.53,0.05
1379,570,25,3,110.84,0.05
1380,570,29,5,155.29,0.05
1381,570,21,2,146.97,0
1382,570,17,3,182.53,0.1
1383,571,21,1,146.97,0
1384,571,30,2,34.5,0
1385,571,26,4,266.19,0
1386,571,19,4,249.49,0
1387,572,30,3,34.5,0
1388,572,27,5,168.64,0
1389,573,8,4,314.61,0.1
1390,573,19,5,249.49,0
1391,573,2,4,192.11,0.05
1392,574,11,2,65.78,0.05
1393,574,9,2,91.0,0
1394,574,13,1,38.88,0
1395,574,1,1,227.98,0
1396,575,3,3,84.51,0
1397,576,9,3,91.0,0
1398,576,10,5,138.55,0
1399,576,24,5,257.36,0
1400,577,13,1,38.88,0.05
1401,577,27,5,168.64,0
1402,577,19,4,249.49,0
1403,577,25,2,110.84,0.15
1404,578,24,1,257.36,0
1405,578,27,2,168.64,0.05
1406,578,15,4,186.42,0
1407,578,11,4,65.78,0.05
1408,579,10,1,138.55,0.05
1409,579,24,3,257.36,0
1410,580,25,3,110.84,0.1
1411,580,23,1,163.2,0.1
1412,580,18,1,90.87,0
1413,580,10,2,138.55,0
1414,581,18,4,90.87,0
1415,582,21,2,146.97,0
1416,582,29,5,155.29,0
1417,582,10,1,138.55,0.15
1418,582,3,5,84.51,0.05
1419,583,7,5,54.0,0
1420,583,8,4,314.61,0
1421,583,10,3,138.55,0.1
1422,584,4,5,255.55,0.05
1423,584,5,4,208.06,0.15
1424,585,10,4,138.55,0
1425,585,14,5,162.75,0.1
1426,586,9,4,91.0,0
1427,586,7,4,54.0,0.1
1428,586,1,2,227.98,0.1
1429,586,5,3,208.06,0.1
1430,587,24,1,257.36,0
1431,588,13,2,38.88,0.05
1432,588,20,2,112.54,0
1433,588,27,5,168.64,0.15
1434,589,13,1,38.88,0
1435,590,22,2,195.36,0.05
1436,590,30,4,34.5,0.1
1437,590,3,1,84.51,0
1438,591,6,1,110.86,0.05
1439,591,9,1,91.0,0
1440,591,7,4,54.0,0.05
1441,591,17,3,182.53,0.15
1442,592,4,2,255.55,0
1443,592,23,4,163.2,0.05
1444,592,30,4,34.5,0
1445,593,5,2,208.06,0
1446,593,16,1,245.64,0.1
1447,593,27,1,168.64,0
1448,593,9,3,91.0,0
1449,594,22,3,195.36,0
1450,595,29,5,155.29,0
1451,596,13,3,38.88,0.05
1452,597,30,3,34.5,0
1453,597,8,2,314.61,0
1454,598,22,2,195.36,0
1455,598,3,2,84.51,0.15
1456,599,27,3,168.64,0
1457,600,30,4,34.5,0.05
1458,600,18,1,90.87,0
1459,601,13,3,38.88,0
1460,602,21,1,146.97,0
1461,602,20,2,112.54,0.05
1462,602,12,3,204.04,0.1
1463,603,9,5,91.0,0
1464,603,4,4,255.55,0.15
1465,604,28,1,120.31,0
1466,604,22,1,195.36,0.1
1467,604,16,5,245.64,0.05
1468,605,8,1,314.61,0.1
1469,606,25,1,110.84,0
1470,606,8,3,314.61,0.05
1471,606,20,3,112.54,0
1472,606,3,2,84.51,0.05
1473,607,24,3,257.36,0
1474,607,29,1,155.29,0.1
1475,607,11,4,65.78,0.15
1476,607,5,3,208.06,0
1477,608,30,2,34.5,0.15
1478,609,6,1,110.86,0
1479,609,15,4,186.42,0
1480,609,21,2,146.97,0
1481,610,19,2,249.49,0
1482,610,18,5,90.87,0
1483,611,8,2,314.61,0.1
1484,611,14,2,162.75,0
1485,612,3,4,84.51,0.05
1486,612,12,4,204.04,0.1
1487,612,13,5,38.88,0.15
1488,612,6,4,110.86,0
1489,613,25,3,110.84,0.1
1490,614,13,4,38.88,0
1491,614,15,4,186.42,0.1
1492,614,10,5,138.55,0.05
1493,615,5,2,208.06,0
1494,615,30,1,34.5,0.1
1495,616,24,3,257.36,0.15
1496,616,12,5,204.04,0
1497,616,13,4,38.88,0
1498,616,16,1,245.64,0.05
1499,617,17,3,182.53,0.15
1500,617,23,1,163.2,0.15
1501,617,16,4,245.64,0.05
1502,618,21,1,146.97,0.15
1503,618,23,2,163.2,0
1504,618,22,5,195.36,0.05
1505,619,1,1,227.98,0.15
1506,619,4,4,255.55,0.05
1507,620,27,3,168.64,0.15
1508,620,14,3,162.75,0.1
1509,621,25,1,110.84,0
1510,621,29,5,155.29,0
1511,621,30,2,34.5,0
1512,621,24,2,257.36,0.15
1513,622,1,4,227.98,0.1
1514,622,4,4,255.55,0.15
1515,622,3,3,84.51,0.15
1516,622,25,4,110.84,0
1517,623,16,5,245.64,0
1518,623,6,4,110.86,0.1
1519,624,26,2,266.19,0
1520,624,25,4,110.84,0.05
1521,625,3,3,84.51,0
1522,625,13,3,38.88,0
1523,625,4,5,255.55,0
1524,626,9,1,91.0,0.15
1525,627,13,5,38.88,0.1
1526,628,20,3,112.54,0.15
1527,628,14,3,162.75,0
1528,628,11,2,65.78,0
1529,629,12,3,204.04,0
1530,630,1,1,227.98,0.1
1531,630,20,3,112.54,0.15
1532,631,17,1,182.53,0.15
1533,631,14,3,162.75,0
1534,631,22,3,195.36,0
1535,631,7,3,54.0,0.15
1536,632,12,4,204.04,0.05
1537,633,23,5,163.2,0.1
1538,633,5,5,208.06,0
1539,634,6,4,110.86,0.15
1540,634,29,5,155.29,0
1541,634,15,2,186.42,0
1542,634,4,2,255.55,0.15
1543,635,6,3,110.86,0.05
1544,636,29,5,155.29,0.15
1545,636,22,4,195.36,0
1546,636,4,3,255.55,0
1547,636,5,5,208.06,0.1
1548,637,21,4,146.97,0
1549,637,26,2,266.19,0
1550,637,18,1,90.87,0
1551,637,28,1,120.31,0
1552,638,19,3,249.49,0
1553,639,10,1,138.55,0.1
1554,640,26,2,266.19,0.1
1555,640,22,5,195.36,0.1
1556,640,30,2,34.5,0
1557,641,27,2,168.64,0.05
1558,641,10,4,138.55,0
1559,642,20,3,112.54,0
1560,643,21,3,146.97,0.15
1561,643,27,4,168.64,0
1562,643,7,3,54.0,0
1563,643,16,2,245.64,0.15
1564,644,28,4,120.31,0
1565,644,16,2,245.64,0
1566,645,12,5,204.04,0.15
1567,645,25,3,110.84,0
1568,645,13,2,38.88,0.15
1569,645,3,5,84.51,0.05
1570,646,28,3,120.31,0.05
1571,647,10,2,138.55,0.15
1572,647,29,2,155.29,0.15
1573,647,5,1,208.06,0
1574,647,7,5,54.0,0
1575,648,30,1,34.5,0
1576,648,2,4,192.11,0
1577,649,19,4,249.49,0
1578,649,14,1,162.75,0
1579,649,5,2,208.06,0.05
1580,650,21,4,146.97,0.15
1581,650,24,1,257.36,0.05
1582,651,12,1,204.04,0.05
1583,651,1,5,227.98,0
1584,651,4,1,255.55,0.1
1585,651,3,5,84.51,0.1
1586,652,13,4,38.88,0
1587,652,16,5,245.64,0
1588,653,13,1,38.88,0.05
1589,653,27,5,168.64,0.1
1590,654,25,2,110.84,0.15
1591,655,1,4,227.98,0
1592,655,18,1,90.87,0
1593,656,28,1,120.31,0
1594,656,25,5,110.84,0
1595,656,2,3,192.11,0.1
1596,657,2,3,192.11,0.15
1597,657,17,5,182.53,0.05
1598,657,29,2,155.29,0.1
1599,658,20,2,112.54,0.15
1600,658,18,1,90.87,0.15
1601,658,17,1,182.53,0
1602,659,5,5,208.06,0
1603,659,20,5,112.54,0
1604,660,9,2,91.0,0.05
1605,660,13,4,38.88,0
1606,660,21,3,146.97,0.15
1607,661,21,3,146.97,0.1
1608,661,23,5,163.2,0.1
1609,661,7,2,54.0,0.05
1610,662,20,2,112.54,0
1611,663,3,3,84.51,0
1612,663,11,2,65.78,0
1613,663,21,3,146.97,0
1614,663,12,1,204.04,0.05
1615,664,6,5,110.86,0.15
1616,665,23,3,163.2,0.1
1617,665,19,3,249.49,0.1
1618,665,28,1,120.31,0
1619,666,16,1,245.64,0.15
1620,666,19,5,249.49,0.15
1621,666,5,2,208.06,0.15
1622,666,9,2,91.0,0
1623,667,23,5,163.2,0.05
1624,667,25,4,110.84,0
1625,667,8,4,314.61,0
1626,668,17,2,182.53,0
1627,668,23,1,163.2,0
1628,668,29,4,155.29,0
1629,668,30,1,34.5,0.15
1630,669,3,3,84.51,0.1
1631,670,16,5,245.64,0.15
1632,670,17,1,182.53,0.05
1633,671,8,5,314.61,0.15
1634,671,24,5,257.36,0
1635,671,22,5,195.36,0.05
1636,672,6,3,110.86,0
1637,672,3,5,84.51,0
1638,673,12,3,204.04,0.15
1639,673,4,2,255.55,0.1
1640,674,9,5,91.0,0.05
1641,674,7,2,54.0,0
1642,674,1,5,227.98,0
1643,675,1,3,227.98,0
1644,675,20,3,112.54,0
1645,675,15,1,186.42,0
1646,676,4,4,255.55,0.05
1647,677,14,4,162.75,0
1648,677,4,2,255.55,0.15
1649,678,12,2,204.04,0.1
1650,678,14,3,162.75,0
1651,678,29,4,155.29,0.15
1652,679,1,2,227.98,0
1653,679,12,2,204.04,0
1654,679,29,1,155.29,0
1655,679,28,4,120.31,0.05
1656,680,16,3,245.64,0
1657,680,22,4,195.36,0.05
1658,681,25,5,110.84,0.15
1659,681,29,4,155.29,0
1660,681,13,1,38.88,0
1661,682,25,2,110.84,0
1662,683,14,4,162.75,0
1663,684,24,2,257.36,0
1664,684,17,3,182.53,0
1665,685,7,1,54.0,0.15
1666,685,16,5,245.64,0.1
1667,685,23,2,163.2,0
1668,685,26,5,266.19,0.15
1669,686,2,2,192.11,0.05
1670,686,9,1,91.0,0.1
1671,686,7,2,54.0,0
1672,686,30,1,34.5,0.05
1673,687,11,4,65.78,0
1674,687,14,5,162.75,0.05
1675,688,9,4,91.0,0
1676,688,12,3,204.04,0
1677,688,23,2,163.2,0
1678,689,10,3,138.55,0.1
1679,689,16,1,245.64,0.05
1680,690,4,5,255.55,0
1681,690,22,3,195.36,0
1682,690,1,3,227.98,0.15
1683,691,8,2,314.61,0.1
1684,691,21,4,146.97,0
1685,691,9,1,91.0,0
1686,692,7,4,54.0,0
1687,692,23,1,163.2,0.1
1688,693,18,2,90.87,0
1689,693,24,2,257.36,0
1690,694,29,1,155.29,0.05
1691,694,12,1,204.04,0.05
1692,694,15,4,186.42,0.1
1693,695,23,1,163.2,0.1
1694,695,5,1,208.06,0.15
1695,695,10,2,138.55,0.15
1696,696,6,4,110.86,0.1
1697,697,7,2,54.0,0.1
1698,697,6,2,110.86,0.1
1699,697,1,1,227.98,0.1
1700,698,10,3,138.55,0.15
1701,698,28,3,120.31,0.1
1702,698,8,1,314.61,0
1703,699,21,2,146.97,0
1704,700,27,5,168.64,0
1705,700,7,1,54.0,0.15
1706,701,23,5,163.2,0
1707,702,11,1,65.78,0
1708,702,2,2,192.11,0.15
1709,702,21,3,146.97,0
1710,703,24,4,257.36,0.15
1711,704,27,2,168.64,0
1712,704,15,3,186.42,0
1713,705,12,1,204.04,0.05
1714,705,5,2,208.06,0.05
1715,705,29,2,155.29,0
1716,705,16,2,245.64,0.1
1717,706,10,2,138.55,0
1718,707,3,1,84.51,0.05
1719,707,5,2,208.06,0.05
1720,708,24,1,257.36,0.1
1721,708,25,1,110.84,0.05
1722,709,5,2,208.06,0
1723,710,26,1,266.19,0
1724,711,16,5,245.64,0.05
1725,711,25,2,110.84,0
1726,712,21,1,146.97,0
1727,712,18,1,90.87,0.1
1728,712,4,3,255.55,0
1729,713,8,4,314.61,0.05
1730,714,22,1,195.36,0.05
1731,714,29,2,155.29,0
1732,714,23,2,163.2,0
1733,714,27,3,168.64,0
1734,715,20,2,112.54,0
1735,716,5,5,208.06,0
1736,716,29,3,155.29,0
1737,716,22,3,195.36,0.05
1738,716,10,3,138.55,0
1739,717,11,4,65.78,0.05
1740,717,5,4,208.06,0
1741,718,5,4,208.06,0
1742,718,6,3,110.86,0.05
1743,718,25,4,110.84,0.05
1744,719,26,2,266.19,0.05
1745,719,21,4,146.97,0.1
1746,720,13,5,38.88,0.15
1747,720,3,4,84.51,0.1
1748,721,12,2,204.04,0
1749,721,1,3,227.98,0.1
1750,722,28,2,120.31,0
1751,722,25,4,110.84,0
1752,722,27,5,168.64,0.05
1753,723,4,2,255.55,0.05
1754,723,23,1,163.2,0.15
1755,724,22,5,195.36,0
1756,725,3,1,84.51,0
1757,725,8,5,314.61,0.05
1758,726,16,3,245.64,0.05
1759,726,14,1,162.75,0
1760,726,24,1,257.36,0
1761,727,1,4,227.98,0.15
1762,727,13,4,38.88,0.1
1763,728,23,2,163.2,0
1764,728,8,1,314.61,0.1
1765,728,14,4,162.75,0
1766,729,8,4,314.61,0
1767,730,21,4,146.97,0
1768,730,13,1,38.88,0
1769,730,27,4,168.64,0
1770,731,1,2,227.98,0.1
1771,731,8,1,314.61,0
1772,731,10,2,138.55,0.1
1773,732,21,1,146.97,0
1774,732,30,3,34.5,0
1775,733,2,1,192.11,0
1776,733,11,3,65.78,0.05
1777,733,3,5,84.51,0
1778,733,10,3,138.55,0.05
1779,734,11,4,65.78,0.15
1780,735,16,3,245.64,0
1781,735,19,2,249.49,0.15
1782,735,28,4,120.31,0
1783,735,2,1,192.11,0.15
1784,736,17,5,182.53,0.15
1785,736,24,5,257.36,0
1786,737,2,4,192.11,0
1787,737,29,2,155.29,0.1
1788,737,23,5,163.2,0
1789,737,25,2,110.84,0.1
1790,738,18,1,90.87,0.05
1791,738,28,1,120.31,0.05
1792,738,26,3,266.19,0
1793,739,12,4,204.04,0
1794,739,3,4,84.51,0
1795,739,6,4,110.86,0.15
1796,740,2,4,192.11,0.05
1797,740,12,5,204.04,0.15
1798,740,28,2,120.31,0.05
1799,740,10,3,138.55,0.1
1800,741,17,1,182.53,0.1
1801,741,15,1,186.42,0.15
1802,741,9,2,91.0,0.15
1803,741,29,5,155.29,0
1804,742,28,4,120.31,0.15
