order_id,customer_id,employee_id,order_date,ship_date,order_status,region
551,127,2,2024-04-29,2024-05-02,Completed,South
552,407,4,2023-03-16,,Cancelled,East
553,34,6,2023-03-05,2023-03-06,Completed,South
554,436,15,2024-02-16,2024-02-21,Completed,West
555,52,8,2024-10-28,2024-11-04,Returned,East
556,301,6,2023-04-21,2023-04-22,Completed,South
557,65,10,2023-12-30,2024-01-03,Completed,South
558,387,11,2023-11-15,,Cancelled,West
559,189,1,2024-06-14,,Cancelled,North
560,177,6,2023-07-25,2023-07-27,Returned,South
561,244,13,2024-09-06,2024-09-09,Returned,North
562,113,4,2024-10-16,2024-10-22,Completed,East
563,394,11,2024-01-20,2024-01-24,Completed,West
564,16,2,2023-05-26,2023-05-30,Completed,South
565,102,11,2023-06-28,2023-07-01,Completed,West
566,12,4,2023-09-26,2023-09-27,Completed,East
567,234,4,2024-01-14,2024-01-20,Completed,East
568,74,7,2023-07-14,2023-07-19,Completed,West
569,151,6,2023-12-02,2023-12-03,Completed,South
570,405,3,2023-06-21,,Cancelled,West
571,356,15,2024-05-21,2024-05-24,Completed,West
572,157,15,2024-01-22,,Cancelled,West
573,69,3,2023-10-30,2023-11-04,Completed,West
574,240,15,2024-02-23,2024-03-01,Completed,West
575,432,3,2023-10-11,2023-10-12,Completed,West
576,280,7,2023-12-08,2023-12-14,Completed,West
577,5,10,2023-10-16,2023-10-23,Completed,South
578,384,6,2024-04-30,2024-05-05,Completed,South
579,437,12,2023-01-31,2023-02-02,Completed,East
580,116,14,2024-03-11,2024-03-18,Returned,South
581,291,14,2024-01-26,2024-01-30,Completed,South
582,244,1,2023-12-03,,Cancelled,North
583,14,4,2023-07-23,2023-07-27,Completed,East
584,6,7,2023-12-01,2023-12-05,Completed,West
585,36,8,2023-07-31,2023-08-07,Completed,East
586,481,10,2024-08-24,2024-08-29,Completed,South
587,451,14,2024-04-16,2024-04-21,Completed,South
588,331,15,2023-12-22,2023-12-29,Returned,West
589,222,13,2024-01-29,2024-01-31,Returned,North
590,454,6,2023-10-08,2023-10-13,Returned,South
591,40,2,2024-05-31,2024-06-04,Completed,South
592,205,4,2024-02-11,2024-02-12,Completed,East
593,43,12,2024-11-03,2024-11-09,Completed,East
594,274,13,2023-06-22,2023-06-28,Completed,North
595,226,9,2023-07-02,2023-07-08,Completed,North
596,227,3,2024-10-12,,Cancelled,West
597,27,3,2023-02-19,2023-02-26,Completed,West
598,9,8,2023-01-29,2023-02-01,Completed,East
599,86,3,2024-03-01,,Cancelled,West
600,288,12,2023-07-14,,Cancelled,East
601,110,3,2024-01-01,2024-01-03,Completed,West
602,200,5,2024-04-14,2024-04-15,Completed,North
603,256,2,2024-12-30,,Cancelled,South
604,474,7,2023-12-07,2023-12-13,Completed,West
605,196,12,2024-10-17,2024-10-19,Returned,East
606,389,2,2023-11-13,2023-11-19,Completed,South
607,105,2,2023-09-01,2023-09-06,Returned,South
608,118,11,2023-12-17,2023-12-19,Completed,West
609,357,5,2024-09-14,2024-09-19,Completed,North
610,325,7,2023-07-29,2023-07-30,Completed,West
611,219,14,2023-11-15,2023-11-21,Completed,South
612,147,14,2024-10-12,2024-10-15,Completed,South
613,420,8,2023-01-21,2023-01-25,Completed,East
614,276,4,2024-07-20,2024-07-22,Returned,East
615,37,9,2023-05-20,2023-05-24,Returned,North
616,374,9,2024-05-18,2024-05-22,Completed,North
617,478,6,2023-07-18,2023-07-21,Completed,South
618,377,7,2023-09-06,2023-09-07,Completed,West
619,484,7,2023-09-18,2023-09-23,Completed,West
620,362,1,2024-06-14,2024-06-18,Completed,North
621,496,14,2024-08-23,2024-08-29,Completed,South
622,204,9,2023-01-07,2023-01-14,Completed,North
623,91,10,2023-07-10,2023-07-12,Returned,South
624,417,6,2023-07-10,2023-07-11,Completed,South
625,321,3,2024-10-13,2024-10-14,Completed,West
626,245,15,2024-11-19,2024-11-20,Completed,West
627,299,2,2023-04-10,2023-04-15,Completed,South
628,493,8,2024-05-12,2024-05-19,Completed,East
629,341,14,2024-01-23,,Cancelled,South
630,2,8,2024-12-16,2024-12-22,Completed,East
631,385,4,2024-01-13,2024-01-18,Completed,East
632,228,4,2024-09-13,2024-09-17,Completed,East
633,338,1,2024-01-30,2024-02-04,Completed,North
634,66,13,2023-03-31,2023-04-07,Completed,North
635,359,3,2023-04-19,2023-04-25,Completed,West
636,393,8,2023-08-14,2023-08-17,Returned,East
637,34,10,2024-01-22,2024-01-28,Returned,South
638,46,9,2024-08-29,2024-09-04,Completed,North
639,437,8,2024-01-25,,Cancelled,East
640,275,5,2024-02-02,2024-02-05,Completed,North
641,203,4,2024-07-05,2024-07-08,Completed,East
642,308,9,2023-05-30,2023-06-05,Returned,North
643,258,12,2023-05-07,2023-05-14,Completed,East
644,479,5,2024-12-18,2024-12-19,Returned,North
645,281,15,2023-12-12,2023-12-18,Completed,West
646,50,5,2023-11-28,,Cancelled,North
647,336,7,2024-08-14,2024-08-18,Completed,West
648,348,6,2024-01-21,2024-01-27,Completed,South
649,484,3,2023-05-01,,Cancelled,West
650,251,9,2024-12-05,,Cancelled,North
651,443,14,2023-10-09,2023-10-15,Returned,South
652,246,9,2024-12-11,2024-12-12,Returned,North
653,51,11,2023-03-07,2023-03-14,Returned,West
654,402,13,2023-03-07,,Cancelled,North
655,460,4,2023-07-05,,Cancelled,East
656,66,5,2024-10-30,2024-10-31,Completed,North
657,88,8,2024-11-04,2024-11-06,Completed,East
658,252,12,2023-11-17,,Cancelled,East
659,19,7,2023-05-26,2023-06-02,Completed,West
660,143,6,2024-09-29,2024-09-30,Completed,South
661,218,5,2024-07-02,2024-07-03,Completed,North
662,421,5,2023-11-20,2023-11-24,Completed,North
663,139,4,2024-06-28,2024-07-04,Completed,East
664,497,7,2024-01-23,2024-01-30,Completed,West
665,449,10,2024-08-25,2024-08-26,Completed,South
666,88,8,2024-02-03,2024-02-06,Completed,East
667,194,12,2023-10-01,2023-10-07,Completed,East
668,409,15,2024-05-29,2024-06-01,Completed,West
669,41,1,2023-09-03,2023-09-05,Completed,North
670,476,13,2023-01-11,2023-01-17,Completed,North
671,8,6,2023-01-08,2023-01-12,Returned,South
672,494,5,2024-11-21,,Cancelled,North
673,488,4,2024-03-08,2024-03-12,Completed,East
674,436,3,2023-10-25,2023-10-29,Completed,West
675,479,13,2024-09-24,2024-09-25,Completed,North
676,456,12,2023-07-10,2023-07-13,Completed,East
677,102,3,2024-06-25,,Cancelled,West
678,129,5,2024-04-26,2024-04-29,Completed,North
679,430,8,2023-06-15,2023-06-18,Completed,East
680,381,10,2023-02-02,2023-02-08,Completed,South
681,282,8,2024-11-29,2024-12-01,Returned,East
682,406,4,2023-05-10,2023-05-13,Completed,East
683,348,10,2024-03-15,,Cancelled,South
684,145,13,2023-03-26,2023-03-28,Completed,North
685,443,10,2024-12-18,2024-12-24,Completed,South
686,325,7,2023-08-23,2023-08-25,Completed,West
687,209,10,2024-12-17,2024-12-19,Returned,South
688,330,4,2023-11-08,2023-11-11,Completed,East
689,1,1,2024-11-07,2024-11-10,Returned,North
690,95,10,2024-05-18,2024-05-21,Completed,South
691,399,12,2024-06-25,,Cancelled,East
692,323,12,2024-09-08,2024-09-09,Completed,East
693,317,10,2023-11-05,2023-11-09,Returned,South
694,215,12,2024-12-29,2025-01-05,Completed,East
695,477,3,2023-06-20,,Cancelled,West
696,418,15,2024-05-21,2024-05-26,Returned,West
697,197,13,2024-02-15,,Cancelled,North
698,234,12,2024-12-25,2024-12-30,Returned,East
699,115,3,2024-06-30,2024-07-03,Completed,West
700,475,4,2023-10-04,2023-10-10,Completed,East
701,178,12,2024-09-11,2024-09-14,Completed,East
702,370,6,2024-02-23,,Cancelled,South
703,132,4,2024-07-04,2024-07-11,Returned,East
704,132,12,2024-10-11,,Cancelled,East
705,298,13,2023-06-09,2023-06-11,Completed,North
706,252,12,2023-07-04,2023-07-07,Returned,East
707,419,14,2024-12-04,,Cancelled,South
708,466,14,2023-04-13,2023-04-18,Returned,South
709,197,1,2023-04-23,2023-04-30,Completed,North
710,138,4,2024-10-04,,Cancelled,East
711,278,9,2024-12-25,2024-12-27,Completed,North
712,170,15,2023-06-08,2023-06-09,Completed,West
713,262,8,2023-05-26,2023-05-28,Completed,East
714,76,11,2024-11-02,2024-11-04,Completed,West
715,40,10,2023-05-02,2023-05-03,Completed,South
716,220,10,2024-09-06,2024-09-12,Completed,South
717,416,3,2023-01-03,2023-01-10,Completed,West
718,58,14,2023-10-13,2023-10-14,Completed,South
719,356,15,2024-09-08,2024-09-11,Returned,West
720,255,12,2024-06-30,2024-07-05,Completed,East
721,296,12,2023-08-13,2023-08-14,Returned,East
722,243,4,2023-04-23,2023-04-26,Completed,East
723,125,6,2023-08-18,2023-08-24,Completed,South
724,495,15,2024-01-16,2024-01-22,Completed,West
725,245,7,2023-01-31,2023-02-03,Completed,West
726,77,6,2024-04-26,2024-04-28,Returned,South
727,31,2,2024-09-10,2024-09-15,Completed,South
728,365,8,2024-08-08,,Cancelled,East
729,381,6,2024-02-15,,Cancelled,South
730,422,2,2024-12-10,2024-12-14,Completed,South
731,139,4,2023-04-17,2023-04-20,Completed,East
732,6,11,2023-07-12,,Cancelled,West
733,292,12,2023-02-15,,Cancelled,East
734,372,9,2023-05-13,2023-05-19,Returned,North
735,258,4,2024-05-29,2024-05-30,Completed,East
736,119,7,2024-11-28,2024-11-30,Returned,West
737,230,5,2023-12-14,2023-12-17,Completed,North
738,322,8,2023-04-10,2023-04-12,Completed,East
739,479,9,2023-06-15,2023-06-18,Completed,North
740,474,7,2023-05-07,,Cancelled,West
741,433,10,2024-01-18,2024-01-24,Completed,South
742,80,4,2023-10-25,2023-10-27,Completed,East
743,56,4,2023-07-04,2023-07-05,Returned,East
744,380,13,2023-04-28,2023-05-02,Completed,North
745,75,7,2023-11-24,,Cancelled,West
746,480,9,2024-03-16,2024-03-18,Completed,North
747,217,8,2023-09-16,2023-09-18,Returned,East
748,208,2,2023-11-02,2023-11-06,Returned,South
749,102,11,2024-03-05,2024-03-09,Completed,West
750,422,2,2024-07-28,,Cancelled,South
751,341,10,2023-01-15,2023-01-19,Completed,South
752,267,2,2024-04-06,2024-04-12,Completed,South
753,111,9,2023-08-03,2023-08-09,Completed,North
754,155,9,2024-05-29,2024-06-04,Completed,North
755,220,10,2023-07-01,,Cancelled,South
756,146,1,2023-03-31,2023-04-01,Completed,North
757,255,12,2024-09-30,,Cancelled,East
758,298,1,2024-11-14,2024-11-21,Completed,North
759,212,12,2024-12-21,2024-12-25,Returned,East
760,146,9,2024-11-05,2024-11-08,Completed,North
761,308,9,2023-12-10,2023-12-15,Completed,North
762,200,5,2024-02-17,2024-02-22,Completed,North
763,61,12,2024-08-13,2024-08-20,Completed,East
764,6,7,2023-01-29,,Cancelled,West
765,381,6,2024-04-09,2024-04-15,Returned,South
766,400,14,2023-09-24,2023-09-25,Returned,South
767,475,12,2023-05-06,2023-05-08,Completed,East
768,52,8,2023-01-23,2023-01-24,Completed,East
769,6,7,2024-11-06,,Cancelled,West
770,248,2,2023-06-12,,Cancelled,South
771,390,7,2023-08-10,2023-08-11,Completed,West
772,355,5,2023-10-02,2023-10-06,Completed,North
773,382,8,2024-03-22,,Cancelled,East
774,85,4,2024-05-14,2024-05-18,Completed,East
775,181,10,2024-10-09,2024-10-13,Completed,South
776,151,10,2024-02-12,2024-02-13,Completed,South
777,38,7,2024-11-03,2024-11-06,Completed,West
778,6,11,2023-08-07,2023-08-12,Completed,West
779,112,2,2024-07-28,2024-08-03,Completed,South
780,388,15,2023-11-22,2023-11-24,Completed,West
781,216,3,2023-05-08,2023-05-10,Completed,West
782,467,8,2023-10-19,2023-10-26,Completed,East
783,425,8,2023-11-05,2023-11-08,Completed,East
784,357,13,2024-05-20,2024-05-21,Returned,North
785,442,15,2023-08-20,2023-08-21,Completed,West
786,445,1,2023-09-23,2023-09-24,Completed,North
787,169,14,2023-10-04,2023-10-06,Returned,South
788,386,14,2024-10-14,2024-10-20,Completed,South
789,296,8,2024-11-08,2024-11-11,Completed,East
790,286,5,2024-11-06,2024-11-12,Returned,North
791,7,7,2024-04-24,2024-04-26,Completed,West
792,79,3,2023-05-14,2023-05-17,Completed,West
793,158,12,2024-10-25,2024-10-27,Completed,East
794,181,10,2023-05-02,,Cancelled,South
795,78,14,2024-05-29,2024-06-03,Completed,South
796,476,13,2023-07-18,2023-07-20,Completed,North
797,128,4,2023-08-13,2023-08-14,Completed,East
798,34,2,2023-10-10,2023-10-15,Completed,South
799,306,9,2023-01-04,2023-01-06,Completed,North
800,461,8,2023-05-26,2023-06-01,Completed,East
801,299,2,2024-05-15,2024-05-19,Completed,South
802,349,10,2023-08-22,,Cancelled,South
803,172,14,2024-05-17,2024-05-20,Returned,South
804,171,14,2023-04-26,2023-05-02,Completed,South
805,338,5,2024-01-01,2024-01-02,Completed,North
806,46,5,2024-01-22,2024-01-23,Returned,North
807,179,10,2024-02-05,,Cancelled,South
808,496,10,2023-10-23,2023-10-24,Completed,South
809,250,9,2023-03-08,2023-03-09,Completed,North
810,339,3,2023-02-21,2023-02-23,Completed,West
811,139,4,2023-07-21,2023-07-26,Completed,East
812,243,8,2023-09-12,2023-09-18,Returned,East
813,449,10,2024-08-15,2024-08-21,Completed,South
814,157,3,2023-11-01,,Cancelled,West
815,479,9,2024-04-24,2024-04-28,Completed,North
816,298,9,2023-05-11,,Cancelled,North
817,414,15,2023-02-25,2023-02-26,Completed,West
818,354,11,2023-03-04,2023-03-10,Completed,West
819,74,15,2023-05-20,2023-05-26,Completed,West
820,320,6,2023-04-28,2023-04-29,Completed,South
821,105,2,2024-04-30,2024-05-07,Completed,South
822,349,14,2024-11-04,,Cancelled,South
823,12,4,2023-05-26,2023-06-01,Returned,East
824,149,11,2024-11-14,2024-11-19,Completed,West
825,146,13,2023-05-04,,Cancelled,North
826,5,6,2024-01-02,,Cancelled,South
827,90,6,2023-12-27,2024-01-02,Returned,South
828,248,14,2024-04-28,,Cancelled,South
829,67,11,2024-08-25,,Cancelled,West
830,50,1,2024-05-26,2024-05-30,Returned,North
831,473,4,2023-03-05,,Cancelled,East
832,165,4,2024-12-16,2024-12-20,Completed,East
833,252,8,2024-11-26,2024-11-28,Completed,East
834,299,2,2024-10-06,2024-10-07,Returned,South
835,291,2,2023-12-15,2023-12-21,Completed,South
836,219,14,2023-03-14,,Cancelled,South
837,52,4,2024-05-25,2024-05-26,Completed,East
838,447,4,2023-10-22,2023-10-27,Completed,East
839,317,2,2024-07-13,2024-07-14,Returned,South
840,105,10,2024-11-10,2024-11-12,Completed,South
841,314,3,2024-07-18,2024-07-20,Completed,West
842,245,11,2023-08-22,2023-08-23,Completed,West
843,312,13,2024-11-29,2024-12-05,Returned,North
844,199,14,2024-12-13,2024-12-17,Completed,South
845,122,7,2023-04-05,,Cancelled,West
846,386,2,2023-01-16,2023-01-18,Returned,South
847,225,5,2023-10-17,2023-10-20,Completed,North
848,337,3,2024-11-03,2024-11-04,Completed,West
849,400,10,2024-10-31,2024-11-05,Completed,South
850,487,14,2023-10-14,2023-10-16,Completed,South
851,63,8,2023-05-26,2023-05-28,Completed,East
852,424,4,2023-03-03,2023-03-10,Completed,East
853,221,3,2024-11-07,2024-11-08,Completed,West
854,372,13,2024-03-13,2024-03-19,Returned,North
855,199,10,2024-07-01,2024-07-05,Completed,South
856,128,12,2023-10-30,2023-11-04,Completed,East
857,292,12,2023-11-25,2023-12-02,Completed,East
858,495,11,2024-05-06,2024-05-13,Returned,West
859,283,9,2023-03-07,2023-03-09,Completed,North
860,447,12,2024-11-02,2024-11-04,Completed,East
861,351,15,2024-08-16,2024-08-17,Completed,West
862,433,10,2024-07-07,2024-07-08,Returned,South
863,262,4,2023-08-31,2023-09-03,Completed,East
864,168,12,2024-01-04,2024-01-08,Completed,East
865,467,12,2023-01-27,2023-02-01,Completed,East
866,365,8,2023-08-09,2023-08-16,Completed,East
867,391,12,2023-03-22,2023-03-24,Completed,East
868,138,4,2024-08-12,2024-08-14,Completed,East
869,124,15,2024-02-24,2024-02-25,Completed,West
870,403,13,2023-08-24,,Cancelled,North
871,71,12,2023-09-24,2023-09-27,Completed,East
872,452,5,2023-07-04,2023-07-05,Completed,North
873,52,4,2023-02-04,2023-02-05,Completed,East
874,182,4,2024-02-16,2024-02-21,Returned,East
875,312,1,2023-02-16,2023-02-22,Completed,North
876,69,7,2024-08-26,,Cancelled,West
877,304,8,2024-11-21,2024-11-25,Returned,East
878,289,15,2023-10-20,2023-10-24,Completed,West
879,295,12,2023-11-18,2023-11-21,Completed,East
880,481,10,2024-09-12,2024-09-14,Completed,South
881,492,5,2023-01-07,2023-01-14,Completed,North
882,483,14,2024-03-31,,Cancelled,South
883,456,8,2024-05-20,2024-05-21,Completed,East
884,407,4,2023-03-18,2023-03-20,Completed,East
885,222,1,2024-12-23,,Cancelled,North
886,193,4,2024-11-20,2024-11-23,Completed,East
887,223,2,2024-05-17,,Cancelled,South
888,195,7,2024-10-15,2024-10-19,Completed,West
889,408,12,2024-02-06,,Cancelled,East
890,167,6,2024-11-09,2024-11-10,Completed,South
891,66,13,2024-05-15,,Cancelled,North
892,346,11,2024-02-26,2024-03-04,Completed,West
893,230,13,2023-08-15,,Cancelled,North
894,67,3,2023-01-22,2023-01-23,Completed,West
895,275,5,2023-06-10,,Cancelled,North
896,19,3,2024-06-23,2024-06-28,Completed,West
897,64,14,2024-11-02,2024-11-04,Completed,South
898,471,5,2023-04-08,2023-04-13,Returned,North
899,104,1,2023-09-28,2023-10-03,Returned,North
900,126,15,2023-01-18,2023-01-24,Completed,West
901,190,8,2024-07-30,2024-08-05,Completed,East
902,304,4,2023-03-27,2023-03-31,Completed,East
903,19,11,2024-12-06,,Cancelled,West
904,237,13,2024-06-10,,Cancelled,North
905,359,3,2024-01-20,2024-01-27,Completed,West
906,63,4,2023-07-22,2023-07-29,Completed,East
907,88,12,2024-06-21,2024-06-23,Completed,East
908,333,5,2023-05-25,2023-05-30,Completed,North
909,242,15,2023-08-04,2023-08-10,Completed,West
910,92,6,2024-04-26,2024-04-27,Completed,South
911,240,7,2023-03-10,2023-03-16,Completed,West
912,421,13,2024-08-21,2024-08-24,Returned,North
913,304,4,2023-04-16,2023-04-18,Returned,East
914,295,12,2024-09-11,2024-09-18,Completed,East
915,448,4,2023-11-28,2023-11-29,Completed,East
916,155,1,2023-09-04,,Cancelled,North
917,490,6,2024-10-10,2024-10-16,Completed,South
918,404,8,2024-12-02,2024-12-07,Completed,East
919,449,6,2024-01-27,2024-01-29,Completed,South
920,270,7,2023-01-06,,Cancelled,West
921,18,9,2024-10-19,2024-10-23,Completed,North
922,321,3,2024-08-08,2024-08-15,Completed,West
923,458,12,2023-06-06,2023-06-12,Returned,East
924,228,12,2024-12-28,2024-12-31,Completed,East
925,437,4,2024-11-01,,Cancelled,East
926,87,10,2024-06-12,2024-06-18,Completed,South
927,23,9,2024-09-15,2024-09-21,Completed,North
928,291,2,2024-08-02,2024-08-03,Completed,South
929,374,1,2023-07-10,2023-07-15,Completed,North
930,112,10,2024-04-16,2024-04-22,Completed,South
931,28,14,2024-12-23,2024-12-25,Completed,South
932,152,9,2024-12-15,2024-12-18,Completed,North
933,187,11,2024-10-19,,Cancelled,West
934,223,10,2024-10-23,2024-10-30,Returned,South
935,133,6,2024-04-23,2024-04-24,Completed,South
936,72,14,2024-08-23,2024-08-26,Completed,South
937,244,9,2023-12-11,2023-12-12,Returned,North
938,96,2,2024-03-25,,Cancelled,South
939,348,14,2023-11-04,2023-11-06,Completed,South
940,489,13,2024-08-30,2024-09-01,Completed,North
941,488,12,2023-05-23,2023-05-29,Completed,East
942,236,4,2024-11-05,2024-11-07,Completed,East
943,47,12,2023-09-08,2023-09-14,Completed,East
944,109,15,2024-11-15,2024-11-22,Completed,West
945,420,12,2024-03-10,,Cancelled,East
946,175,3,2024-09-17,,Cancelled,West
947,174,8,2024-10-31,2024-11-04,Completed,East
948,92,6,2024-02-12,2024-02-17,Returned,South
949,352,2,2024-11-02,2024-11-09,Completed,South
950,295,12,2024-01-29,2024-02-02,Returned,East
951,395,3,2023-11-07,2023-11-10,Completed,West
952,191,15,2024-12-30,2025-01-06,Completed,West
953,4,9,2024-12-25,,Cancelled,North
954,145,1,2023-05-05,2023-05-09,Completed,North
955,278,9,2023-07-03,2023-07-06,Completed,North
956,90,2,2024-07-01,2024-07-03,Completed,South
957,353,7,2024-06-20,,Cancelled,West
958,41,9,2024-10-14,2024-10-17,Returned,North
959,156,5,2024-12-11,2024-12-14,Completed,North
960,205,4,2024-11-25,2024-11-28,Completed,East
961,401,14,2024-11-03,2024-11-06,Completed,South
962,167,6,2023-03-07,,Cancelled,South
963,278,13,2024-05-02,,Cancelled,North
964,178,8,2023-06-05,2023-06-12,Completed,East
965,177,2,2023-08-01,2023-08-06,Returned,South
966,300,5,2024-10-01,2024-10-06,Completed,North
967,311,1,2023-04-10,2023-04-12,Completed,North
968,206,15,2023-12-27,2023-12-31,Completed,West
969,201,7,2024-02-18,2024-02-25,Completed,West
970,336,7,2024-11-30,2024-12-04,Completed,West
971,293,14,2023-01-24,2023-01-29,Completed,South
972,12,12,2024-09-07,2024-09-11,Returned,East
973,448,4,2023-06-29,2023-07-05,Completed,East
974,296,8,2024-04-15,2024-04-21,Completed,East
975,370,2,2023-01-08,2023-01-09,Returned,South
976,274,1,2024-03-25,2024-04-01,Completed,North
977,394,3,2024-01-08,2024-01-14,Completed,West
978,174,4,2023-09-06,2023-09-08,Completed,East
979,152,13,2023-12-05,2023-12-11,Completed,North
980,114,9,2024-07-31,2024-08-06,Completed,North
981,151,6,2024-12-12,2024-12-14,Completed,South
982,300,1,2023-09-23,2023-09-29,Completed,North
983,194,8,2024-10-25,2024-11-01,Completed,East
984,77,10,2024-09-15,2024-09-22,Returned,South
985,256,14,2024-08-06,2024-08-07,Returned,South
986,321,3,2023-12-04,,Cancelled,West
987,434,12,2024-07-04,2024-07-11,Completed,East
988,127,6,2023-09-20,2023-09-22,Returned,South
989,137,9,2023-04-04,2023-04-06,Returned,North
990,156,1,2023-08-01,2023-08-03,Completed,North
991,244,5,2023-04-13,,Cancelled,North
992,221,3,2024-03-29,2024-03-31,Returned,West
993,264,8,2024-10-22,2024-10-25,Completed,East
994,226,1,2023-07-06,2023-07-07,Completed,North
995,156,1,2024-03-29,2024-04-04,Completed,North
996,257,9,2023-11-24,,Cancelled,North
997,393,8,2023-06-25,2023-06-30,Completed,East
998,400,10,2023-08-23,2023-08-27,Completed,South
999,158,8,2024-07-30,2024-08-06,Completed,East
1000,339,11,2023-10-29,2023-10-30,Completed,West
1001,317,14,2023-10-08,2023-10-09,Completed,South
1002,488,4,2024-11-06,2024-11-12,Completed,East
1003,225,9,2023-04-24,2023-04-26,Completed,North
1004,448,4,2024-08-26,2024-08-31,Completed,East
1005,280,11,2024-07-24,,Cancelled,West
1006,453,6,2023-07-08,2023-07-12,Completed,South
1007,310,3,2023-05-24,2023-05-30,Completed,West
1008,17,12,2023-12-01,,Cancelled,East
1009,82,2,2024-08-10,2024-08-15,Completed,South
1010,456,12,2023-06-05,2023-06-08,Returned,East
1011,233,14,2023-01-22,2023-01-27,Completed,South
1012,78,10,2023-08-17,,Cancelled,South
1013,97,7,2023-07-31,2023-08-02,Completed,West
1014,484,3,2023-05-11,,Cancelled,West
1015,218,9,2023-08-27,2023-09-03,Completed,North
1016,438,5,2024-01-25,2024-01-29,Completed,North
1017,84,7,2023-05-04,2023-05-10,Completed,West
1018,131,3,2024-04-12,2024-04-13,Completed,West
1019,360,3,2024-10-28,2024-11-04,Returned,West
1020,266,5,2023-05-24,2023-05-28,Returned,North
1021,444,10,2024-01-16,,Cancelled,South
1022,105,10,2024-02-18,2024-02-21,Returned,South
1023,447,4,2024-02-22,2024-02-27,Completed,East
1024,34,2,2024-05-02,2024-05-06,Completed,South
1025,277,11,2024-09-20,2024-09-26,Returned,West
1026,426,7,2023-05-09,2023-05-14,Completed,West
1027,49,14,2023-10-17,,Cancelled,South
1028,95,10,2023-12-03,2023-12-07,Returned,South
1029,378,3,2024-01-30,2024-01-31,Returned,West
1030,83,13,2023-11-27,2023-12-02,Completed,North
1031,226,1,2023-10-14,2023-10-21,Returned,North
1032,50,9,2024-06-15,2024-06-16,Completed,North
1033,62,11,2023-05-10,2023-05-13,Completed,West
1034,102,11,2024-06-22,,Cancelled,West
1035,186,7,2024-12-11,,Cancelled,West
1036,325,7,2023-06-05,,Cancelled,West
1037,70,9,2023-01-01,2023-01-04,Completed,North
1038,74,15,2023-06-14,2023-06-18,Completed,West
1039,428,9,2023-03-14,2023-03-17,Completed,North
1040,78,6,2024-03-30,2024-04-05,Completed,South
1041,307,14,2023-08-26,2023-08-30,Returned,South
1042,487,2,2024-01-26,2024-01-27,Completed,South
1043,443,10,2023-09-05,2023-09-09,Returned,South
1044,429,11,2024-01-01,2024-01-02,Completed,West
1045,300,13,2023-08-15,,Cancelled,North
1046,196,4,2024-09-08,2024-09-13,Completed,East
1047,495,7,2024-01-05,,Cancelled,West
1048,417,14,2024-11-16,2024-11-18,Completed,South
1049,411,1,2024-04-12,2024-04-15,Completed,North
1050,108,12,2024-07-14,2024-07-17,Returned,East
1051,425,8,2023-04-14,2023-04-15,Returned,East
1052,459,9,2023-06-13,2023-06-16,Completed,North
1053,159,12,2024-12-18,2024-12-23,Returned,East
1054,365,12,2024-11-10,2024-11-17,Completed,East
1055,433,10,2024-09-20,,Cancelled,South
1056,423,2,2023-09-09,,Cancelled,South
1057,113,4,2023-08-20,2023-08-26,Completed,East
1058,248,14,2024-02-29,,Cancelled,South
1059,295,8,2023-09-25,2023-10-02,Returned,East
1060,40,6,2023-11-26,2023-11-28,Returned,South
1061,161,4,2024-09-10,2024-09-16,Completed,East
1062,317,14,2024-05-24,,Cancelled,South
1063,350,10,2023-03-08,2023-03-11,Returned,South
1064,111,13,2023-11-14,,Cancelled,North
1065,442,3,2024-09-16,2024-09-22,Completed,West
1066,83,5,2023-09-12,,Cancelled,North
1067,62,11,2023-04-02,2023-04-06,Completed,West
1068,363,14,2023-09-16,2023-09-17,Completed,South
1069,325,3,2023-12-14,2023-12-21,Completed,West
1070,451,2,2024-07-24,2024-07-30,Completed,South
1071,15,12,2024-07-30,2024-08-06,Completed,East
1072,318,14,2023-07-06,,Cancelled,South
1073,91,14,2024-12-24,2024-12-29,Completed,South
1074,455,2,2023-11-16,2023-11-17,Completed,South
1075,80,12,2023-12-12,2023-12-18,Completed,East
1076,97,15,2023-02-12,2023-02-13,Completed,West
1077,360,15,2024-07-13,2024-07-15,Returned,West
1078,43,8,2023-01-25,2023-01-26,Completed,East
1079,426,3,2023-07-12,2023-07-15,Completed,West
1080,495,11,2024-01-30,2024-02-02,Completed,West
1081,261,12,2023-07-02,,Cancelled,East
1082,164,1,2023-07-28,2023-07-30,Completed,North
1083,461,12,2023-04-30,2023-05-01,Completed,East
1084,191,15,2023-02-15,2023-02-17,Completed,West
1085,443,10,2023-07-29,2023-08-04,Returned,South
1086,130,3,2024-10-03,2024-10-07,Returned,West
1087,340,7,2023-03-14,2023-03-15,Returned,West
1088,94,12,2023-12-02,2023-12-08,Completed,East
1089,134,2,2023-05-03,2023-05-10,Completed,South
1090,19,15,2024-05-05,2024-05-06,Completed,West
1091,413,3,2023-09-05,2023-09-10,Completed,West
1092,394,7,2023-11-22,2023-11-27,Completed,West
1093,472,7,2023-12-25,2023-12-27,Completed,West
1094,485,11,2024-06-01,2024-06-03,Completed,West
1095,447,8,2023-03-13,2023-03-18,Completed,East
1096,266,1,2024-09-25,2024-09-27,Returned,North
1097,289,3,2024-02-01,,Cancelled,West
1098,19,3,2023-01-21,2023-01-28,Returned,West
